correo|nombre|dire|pais|departamento|prov|dist|ruc|rep|telefono|correo
jchaveztejada@yahoo.com |asociacion cultural artesano - |av. miguel carducci km. 1.5 ||cajamarca |||||947448548|jchaveztejada@yahoo.com 
gladichi@gmail.com / marylunac1@hotmail.com |asociacion cultural ayllu yupaychay - ayllu yupaychay |av. regional 820 ||cusco |||||(084) 241416 |gladichi@gmail.com / marylunac1@hotmail.com 
lmrojash@gmail.com |acudeproma |av. centenario 348 ||ucayali |||||061 - 573756 / 999012784 |lmrojash@gmail.com 
solexp16@yahoo.es |rurashun |av. eterna primavera s/n carret. central, 2° piso ferretec ||huánuco |||||(062) 517710 / 945753698 |solexp16@yahoo.es 
info@acexpresion.org |asociacion cultural expresion - |jr. nicolas alcazar 412 ||lima |||||637-8019 |info@acexpresion.org 
victor.navarro@johannesgutenberg.org |asociacion cultural johannes gutenberg - |av. renan elias olivera 257 ||lima |||||327-0781 |victor.navarro@johannesgutenberg.org 
panperu@panperu.org |asociacion cultural para ayudar a la niñez - pan - |av. la encalada 1388 ||lima |||||348-0134 |panperu@panperu.org 
acudip_peru@yahoo.com ||calle domingo casanova 284 ||lima |||||440-3880 / 4403887 / |acudip_peru@yahoo.com 
consuelopasco@gmail.com |asociacion cultural y educativa jatun nani - |jr. los molinos de san miguel 165, dpto. 2011, las lomas ||lima |||||365-1822 / 994617582 |consuelopasco@gmail.com 
a20034375@pucp.edu.pe |asociacion de accion andina - |jr. garcilazo de la vega n 755-a ||ayacucho |||||066-312207 |a20034375@pucp.edu.pe 
oarroyob@gmail.com.pe |asociacion de apoyo a la produccion caprina - pro - cabra |prolong. 3 de octubre n° 115 p.j. el progreso ||lima |||||354-4637 |oarroyob@gmail.com.pe 
yancanahuasy@yancanahuasy.org.pe |asociacion de apoyo y promocion del excepcional yancana huasy - |calle 12 s/n altura paradero 01 pueblo joven huascar ||lima |||||388-1270 |yancanahuasy@yancanahuasy.org.pe 
karinaorbegoso@hotmail.com ||av. el quique s/n ||cajamarca |||||988197168|karinaorbegoso@hotmail.com 
aniquem@aniquem.org |asociacion de ayuda al niño quemado - aniquem |jr. santo domingo 255 ||lima |||||461-9414 |aniquem@aniquem.org 
marisol@calandria.org.pe / marisolcomunica@gmail.com |asociacion de comunicadores sociales calandria - |calle tacna 1144 , interior 103 ||lima |||||462-0477 / 945143163 / |marisol@calandria.org.pe / marisolcomunica@gmail.com 
crcdelperu@gmail.com |agrofores ucayali |jr. los mangos 810 - san fernando ||ucayali |||||(061) 630303 / 999687035 |crcdelperu@gmail.com 
anap.vallepichis@gmail.com |ashaninka pichis - anap |av. poma rosa s/n puerto bermudez ||pasco |||||948854001|anap.vallepichis@gmail.com 
jorechevarria@hotmail.com |asociacion de conservacion ecologica tumbes silvestre - ascetus |block 13, dpto. 202 - urb. heroes del cenepa ||tumbes |||||072-521464 |jorechevarria@hotmail.com 
elvalledeberaca333@outlook.com |asociacion de construccion civil multiple empresarial y artesanal de paita - |"mz ""h"" lote 21 fonavi, urb. isabel barreto "||piura |||||(073) 211133 |elvalledeberaca333@outlook.com 
averdeamazonico@gmail.com |#�NOMBRE?|jr. angel delgado morey 435 ||san martín |||||945594380|averdeamazonico@gmail.com 
adecapru@hotmail.com |adecap |av. general santa cruz nº 470 ||lima |||||431-3025 |adecapru@hotmail.com 
tesoro_ecologico@hotmail.com |"ecologico"" - "|jr. dos de mayo 505 ||huánuco |||||062 - 514594 |tesoro_ecologico@hotmail.com 
ingbalbin@hotmail.com / marilueq@yahoo.es |asociacion de desarrollo de capacidades locales - decal |urb. santa rosa del palmar mz. v lote 21 ||ica |||||(056) 216887 |ingbalbin@hotmail.com / marilueq@yahoo.es 
administracion@adesa.org |asociacion de desarrollo de la educacion y la salud - adesa |calle elias aguirre 126 - dpto. 401 ||lima |||||778-2300 |administracion@adesa.org 
ong_adipi_peru@hotmail.com |asociacion de desarrollo integral de la poblacion jaenense - adipj peru |jr. rio cunia 126, sector pueblo libre ||cajamarca |||||949869678 / 962960719 |ong_adipi_peru@hotmail.com 
montoya@minkatarpuy.org |asociacion de desarrollo minka tarpuy - |las camelias 491 oficina 203 ||lima |||||4213383|montoya@minkatarpuy.org 
consultorgerenciasocial@gmail.com |asociacion de desarrollo social carpe diem - adeso |callao 442-a ||ica |||||981794511|consultorgerenciasocial@gmail.com 
lestonnac@adslestonnac.org |asociacion de desarrollo social lestonnac - |av. ezequiel gonzales caceda 1317 ||la libertad |||||(044) 562629 |lestonnac@adslestonnac.org 
viviana1806@hotmail.com |asociacion de desarrollo socio ambiental integral - adsai - |calle las garzas 184 ||lambayeque |||||074-222075 |viviana1806@hotmail.com 
ads_peru@yahoo.es |asociacion de desarrollo y solidaridad - a.d.s. |jr. pachacutec 454 urb. vista alegre ||la libertad |||||(044) 729419 |ads_peru@yahoo.es 
adibaspe@gmail.com |asociacion de directores de bandas sinfonicas del peru - |urb. entel peru d-6 ||arequipa |||||(054) 256039 |adibaspe@gmail.com 
asetvictoria@yahoo.com ||"calle rio perene 314 mz. ""g"" lote 15 urb. santa isolina "||lima |||||525-3822 |asetvictoria@yahoo.com 
lbarreto@adexperu.org.pe |asociacion de exportadores - adex |av. javier prado este 2875 ||lima |||||618-3333 |lbarreto@adexperu.org.pe 
juan_ayala@wvi.org |afadiph |jr. 7 de junio 346 - 347 - barrio chancaray ||ayacucho |||||066 - 322522 |juan_ayala@wvi.org 
fernando.ispilco@hotmail.com |asociacion de fomento e investigacion para el desarrollo de cajamarca - afidec |av. san martin 824-a ||cajamarca |||||952614949|fernando.ispilco@hotmail.com 
aabusabal@fundades.org |asociacion de hogares nuevo futuro - peru - |montero rosas 150 ||lima |||||391-3300 anexo: 201 |aabusabal@fundades.org 
ong.aiap15@gmail.com |asociacion de ingenieros ambientales del peru - |jr. ica 125 ||ayacucho |||||(066) 401910 |ong.aiap15@gmail.com 
asjopperu@yahoo.es |asociacion de jovenes progresistas - asjop |av. peru nº 914, piso 3 ||la libertad |||||044-294231 |asjopperu@yahoo.es 
seminando@gmail.com |asociacion de la cultura italiana susana agnelli - |calle los girasoles s-10 urb. miraflores ||piura |||||(073) 343518 / 958675032 |seminando@gmail.com 
amarcu.ucayali@gmail.com |asociacion de madereros y reforestadores de curimana - amarcu |jr. huallaga s/n mz. 09 lote 05 ||ucayali |||||980143451|amarcu.ucayali@gmail.com 
asdemechocolate@gmail.com |asociacion de mujeres emprendedoras del distrito de buenos aires - morropon - |jr. simon bolivar 209, buenos aires morropon ||piura |||||correo electrónico: |asdemechocolate@gmail.com 
ongdsantabarbara@gmail.com |asociacion de personas con discapacidad santa barbara - |mz. w1 lote 2 urb. covicorti ||la libertad |||||971810006|ongdsantabarbara@gmail.com 
apamcao_ongd@hotmail.com |organismo no gubernamental de desarrollo - apamcao ongd |jr. iquitos nº 1110 - unidad vecinal de pueblo libre ||cajamarca |||||076 - 318025 |apamcao_ongd@hotmail.com 
aspam2025@gmail.com |asociacion de productores agropecuarios la monteria - aspam |campamento la monteria - caserio tablazos chongoyape ||lambayeque |||||984565483|aspam2025@gmail.com 
aprocam1@hotmail.com |asociacion de productores cacaoteros y cafetaleros de amazonas - aprocam |carretera bagua- copallin km. 4.5; tomaque bagua ||amazonas |||||997918570|aprocam1@hotmail.com 
agrovida@agrovida.org.pe |asociacion de promocion agraria y defensa de la vida - agrovida |calle micaela bastidas 1699 ||la libertad |||||(044) 404264 |agrovida@agrovida.org.pe 
lalibertadcultural@gmail.com |asociacion de promocion cultural ayllu - |calle los diamantes mza. 63 lote 21 urb. la rinconada ||la libertad |||||963699499|lalibertadcultural@gmail.com 
marianelaf01@hotmail.com |asociacion de promocion y bienestar familiar - aprobif |calle purus 509 - pueblo tradicional de zamacola ||arequipa |||||(054) 443419 |marianelaf01@hotmail.com 
sramirez@apdes.org |asociacion de promocion y desarrollo social - apdes |av. el sol 173, 2° piso - urb. san roque ||lima |||||282-2123 |sramirez@apdes.org 
gsar-asociacion@hotmail.com |social responsable - gsar |mz. j lote 01 barrio 3 sector 2 iv etapa urb. pachacamac ||lima |||||945064526|gsar-asociacion@hotmail.com 
apamallic@hotmail.com |contaminacion - |av. confraternidad internacional este n°3041 - huaraz ||ancash |||||043-422060 |apamallic@hotmail.com 
aprobocelbreo@hotmail.com |huayabamba - |jr. huayabamba s/n centro poblado dos de mayo ||san martín |||||042-812733 |aprobocelbreo@hotmail.com 
berthapacheco995@hotmail.com / keops102@hotmail.com |asociacion de reconversion tecnica para personas con discapacidad - artd-2b |jr. ricardo palma n-9 departamento a-201 ||cusco |||||(084) 241183 |berthapacheco995@hotmail.com / keops102@hotmail.com 
informes@ariadperu.org |asociacion de rehabilitacion infantil angelitos de dios - ariad |jr. jose maria eguren 149 urb. lucyana peru ||lima |||||4873025|informes@ariadperu.org 
sicrahuancavelica08@yahoo.es / jrsicra@hotmail.com |asociacion de servicio integral de cooperacion rural anccara - sicra - |jr. ocoña s/n ||huancavelica |||||(067) 369629 |sicrahuancavelica08@yahoo.es / jrsicra@hotmail.com 
astrasem_ongbm@hotmail.com |mercedes - astrasem |av. residencial la salle, calle don bosco 419 interior 301 ||lima |||||4024465 / 950938027 |astrasem_ongbm@hotmail.com 
milialam_23@hotmail.com / solcode@solcode.org / |asociacion de yachachiq solidaridad colectiva para el desarrollo - solcode |calle arequipa sur 1120 ||piura |||||(073) 331696 |milialam_23@hotmail.com / solcode@solcode.org / 
depaculj9@gmail.com |asociacion defensa por el patrimonio cultural y humano - depaculh |jr. mariano carranza 724, dpto. 103, urb. santa beatriz ||lima |||||471-3649 / 996919947 |depaculj9@gmail.com 
aderhum07@hotmail.com |asociacion del desarrollo rural y humanitario - o.n.g. aderhum |jr. crespo castillo 317 ||huánuco |||||(062) 511045 |aderhum07@hotmail.com 
leysercarrera@hotmail.com |asociacion del programa de desarrollo de tocache prodesat - |jr. miguel grau c-04 s/n ||san martín |||||950620528|leysercarrera@hotmail.com 
proyectos@diabetescontrol.org.pe / |asociacion diabet´s control - |pueblo joven botijeria anguno sur mz. e lote 06 ||ica |||||(056) 623853 / 956247409 |proyectos@diabetescontrol.org.pe / 
eolodiseo@yahoo.es |asociacion dignidad humana y solidaridad - dhs |av. sergio bernales 145 - barrio medico ||lima |||||992464477|eolodiseo@yahoo.es 
dramirez@dignidadperu.com |asociacion dignidad peru - |calle las aguilas 150 ||loreto |||||(065) 229260 |dramirez@dignidadperu.com 
saucesacharuna11@gmail.com | - |jr. tarapoto s/n ||san martín |||||935855134 / 950815860 |saucesacharuna11@gmail.com 
contadores_ecoan_cusco@hotmail.com |asociacion ecosistemas andinos - asoc. ecoan |pasaje los pinos d-1-b urb. la florida ||cusco |||||(084) 227988 |contadores_ecoan_cusco@hotmail.com 
missionremovepoverty@gmail.com |asociacion educa pacifico san felipe - |psj. francisco guerrero 170 dpto. 04 urb. el retablo 3° eta ||lima |||||997498482|missionremovepoverty@gmail.com 
eda_pe@yahoo.es ||calle miguel grau 140 ||loreto |||||(065) 351484 |eda_pe@yahoo.es 
infopadperu@gmail.com |asociacion educativa informatica para el desarrollo - infopad |jr. juan gualberto guevara 623 urb. trinidad ||lima |||||4255187|infopadperu@gmail.com 
winaypaqperu@hotmail.com |asociacion educativa wiñaypaq - |sector sincuna pampa s/n ||cusco |||||(084) 203125 |winaypaqperu@hotmail.com 
ecamaeni@gmail.com |machiguenga - eca-maeni |jr. puno r-4 ||cusco |||||995436302|ecamaeni@gmail.com 
asociacionemmanuel2014@gmail.com |asociacion emmanuel - |av. gregorio escobedo 803, 7° piso ||lima |||||261-5852 |asociacionemmanuel2014@gmail.com 
administracion@empresariosporlaeducacion.org.pe |asociacion empresarios por la educacion - |av. reducto 1310 piso 5 oficina 502 ||lima |||||652-8742 / 652-8740 |administracion@empresariosporlaeducacion.org.pe 
aedes@aedes.org.pe |asociacion especializada para el desarrollo sostenible - aedes |urb. magisterial i calle malaga grenet d-6,seccion 3,dpto 201,umacollo ||arequipa |||||(054) 251189 |aedes@aedes.org.pe 
asociacionesperanzaparalavida@gmail.com |asociacion esperanza para la vida - aepv |calle las begonias 236, dpro. 101, urb. santa edelmira ||la libertad |||||956226170|asociacionesperanzaparalavida@gmail.com 
esperanzaaguayvida@gmail.com |asociacion esperanza, agua y vida - |jr. huamachuco 1555 ||lima |||||637-7235 |esperanzaaguayvida@gmail.com 
asociacionrotaryclubmaranga@gmail.com |asociacion evangelica de cooperacion manos unidas - asecomu - |prolongacion primero de mayo s/n ||lima |||||997068848|asociacionrotaryclubmaranga@gmail.com 
rosicastanedag@gmail.com |asociacion familia sana - |jr. el milagro 153, barrio san martin de porres ||cajamarca |||||(076) 367742 |rosicastanedag@gmail.com 
familiasenaccionasociacion@gmail.com |asociacion familias en accion - afamena |jr. contralmirante lizardo montero 1443 ||lima |||||274-3567 |familiasenaccionasociacion@gmail.com 
peru@feyalegria.org |asociacion fe y alegria del peru - fe y alegria del peru |jr. cahuide nº 884 ||lima |||||4713428|peru@feyalegria.org 
afodesa@hotmail.com |asociacion fomento y promocion para el desarrollo andino - fodesa - |jr. san martin 1100 ||junín |||||(064) 400542 |afodesa@hotmail.com 
afapefda@hotmail.com |asociacion franco peruana de fomento al desarrollo arequipa - afapefda |urb. los cristales mz i - lote 1 ||arequipa |||||(054) 435264 |afapefda@hotmail.com 
chorna@generaperu.org |peru - generaperu |av. general garzon 613, oficina 403 ||lima |||||431-8925 |chorna@generaperu.org 
emt@estudiomorenotrullen.org |asociacion gestionaria de proyectos sociales del peru - agpsperu |calle orden y libertad 225 urb. corpac ||lima |||||981278647|emt@estudiomorenotrullen.org 
ongmungiperu@gmail.com |asociacion giuseppe antonio mungi armitano - mungi |jr. tacna 229 ||lima |||||940205799|ongmungiperu@gmail.com 
figueroa.blanca@gmail.com |asociacion grupo de trabajo redes - agtr |calle las dalias 251 dpto. 403 ||lima |||||445-1469 |figueroa.blanca@gmail.com 
heladosholanda@hotmail.com |asociacion holanda - |jr. amalia puga 657 ||cajamarca |||||(076) 340113 / 976516699 |heladosholanda@hotmail.com 
huampumayo@gmail.com |asociacion huampumayo - |jr. llamaquizu s/n ||pasco |||||correo electrónico: |huampumayo@gmail.com 
asidersicuani@yahoo.es |asociacion illariy para el desarrollo de la region, asider - |calle jose galvez 311 ||cusco |||||084-351463 |asidersicuani@yahoo.es 
aifuco@aifuco.org.pe ||jr. las planicies 509 urb. pio pata ||junín |||||(064) 242556 |aifuco@aifuco.org.pe 
asociacionindes@gmail.com |asociacion iniciativa para el desarrollo - |calle beta mza. c lote 12 urb. juan xxiii ||lima |||||2259271|asociacionindes@gmail.com 
felix.yonz@gmail.com |instituto ver |av. salaverry 167 - a ||ica |||||(056) 212369 |felix.yonz@gmail.com 
nemesioarango1252@gmail.com / karinnn3012@gmail.com |asociacion integral la aurora de paracas - asilap |av. fermin tangüis 1800 piso 3º ||ica |||||966651044|nemesioarango1252@gmail.com / karinnn3012@gmail.com 
asidep.org@gmail.com |asociacion integral para el desarrollo del pais (asidep) - asidep |pasaje olaya 110, oficina 601 ||lima |||||3618982|asidep.org@gmail.com 
fagumeza@hotmail.com |asociacion integratorias humanitarias de desarrollo - aihude |jr. maipu 611 ||lima |||||999187646|fagumeza@hotmail.com 
cervantesvi@hotmail.com / rutquispe@yahoo.com.pe |aidia |av. salas berty lt. 18 villa gloria - condebamba ||apurimac |||||(083) 202350 |cervantesvi@hotmail.com / rutquispe@yahoo.com.pe 
aidesep@aidesep.net.pe |asociacion interetnica de desarrollo de la selva peruana - aidesep |av. san eugenio 981- urbanizacion santa catalina ||lima |||||4717118|aidesep@aidesep.net.pe 
mensajeros@infonegocio.net.pe |asociacion internacional mensajeros de la paz - |jr. pedro solari 199 ||lima |||||2512450|mensajeros@infonegocio.net.pe 
cienciaeduca@yahoo.es |asociacion investigaciones educativas cientificas - |av guardia civil 383 ||lima |||||979464814|cienciaeduca@yahoo.es 
fulgenciomartinezguerrero@hotmail.com |asociacion irakapampa - asirak adgentes - |carretera chagual s/n caserio aricapampa,costado municipio ||la libertad |||||973824762|fulgenciomartinezguerrero@hotmail.com 
iusgentiumds@gmail.com |asociacion ius gentium ds |jr. benavides 516 ||san martín |||||965860288|iusgentiumds@gmail.com 
lorenzo.lomas@hotmail.com |asociacion jaconrate de la comunidad de limon gema - |jiron 10 de setiembre mz. 157 lote 09 - malecon la hoyada ||ucayali |||||correo electrónico: |lorenzo.lomas@hotmail.com 
asojepeselvaviva@gmail.com |asociacion jepelacio selva viva - |jr. del mayo 376 ||san martín |||||969917715|asojepeselvaviva@gmail.com 
ccaijoperu@yahoo.es / ccaijoperu@gmail.com |asociacion jesus obrero - ccaijo |calle garcilaso 707 ||cusco |||||(084) 307211 |ccaijoperu@yahoo.es / ccaijoperu@gmail.com 
jilatatacna@gmail.com |asociacion jilata - jilata |av. luis basadre flores 225 - urb. el mirador ||tacna |||||052-241889 |jilatatacna@gmail.com 
zoilabocangelbb@hotmail.com |asociacion jorge idiaquez lealtad - |jr. olmedo 541, dpto. 541, c-104 ||lima |||||996904024|zoilabocangelbb@hotmail.com 
juntosenaccion@yahoo.es |asociacion juntos en accion para el desarrollo de los pueblos - |av. gabriel torres 533, pamplona baja ||lima |||||787-9627 |juntosenaccion@yahoo.es 
peru@kallpa.org.pe / mgalindo@kallpa.org.pe |kallpa |pasaje capri 140 urb palomar norte ||lima |||||224-3344 |peru@kallpa.org.pe / mgalindo@kallpa.org.pe 
kanayacucho@gmail.com |asociacion kana - ayacucho - |av. ramon castilla 361 (a 1 cuadra de sunarp) ||ayacucho |||||(066) 353624 |kanayacucho@gmail.com 
kantu.sembrandoesperanza@gmail.com |asociacion kantu - sembrando esperanza - |jr. las turmalinas 575 urb. el rosario del norte ||lima |||||521-4003 / 984759731 |kantu.sembrandoesperanza@gmail.com 
elmanu_250@hotmail.com |asociacion keep - |jr. huayna capac 301 ||ucayali |||||959469046 / 952660736 |elmanu_250@hotmail.com 
